codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,9873,Design Gráfico (regime pós-laboral),25.0,25.0,129.8,0.0,2012,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,9873_3032
3112,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,9876,Educação Básica (regime pós-laboral),20.0,12.0,109.8,8.0,2012,1,0.6,Instituto Politécnico de Lisboa,Escola Superior de Educação de Lisboa,9876_3112
3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,9876,Educação Básica (regime pós-laboral),20.0,2.0,101.0,18.0,2012,1,0.1,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,9876_3142
3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,9877,Educação e Comunicação Multimédia (regime pós-laboral),25.0,2.0,142.4,23.0,2012,1,0.08,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,9877_3142
3131,Instituto Politécnico do Porto - Escola Superior de Educação,9878,Educação Musical,20.0,18.0,113.8,2.0,2012,1,0.9,Instituto Politécnico do Porto,Escola Superior de Educação,9878_3131
3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,9879,Educação Social (regime pós-laboral),25.0,3.0,129.9,22.0,2012,1,0.12,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,9879_3101
3131,Instituto Politécnico do Porto - Escola Superior de Educação,9879,Educação Social (regime pós-laboral),55.0,30.0,110.1,25.0,2012,1,0.5454545454545454,Instituto Politécnico do Porto,Escola Superior de Educação,9879_3131
3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,9879,Educação Social (regime pós-laboral),30.0,1.0,129.2,29.0,2012,1,0.03333333333333333,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,9879_3142
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9881,Engenharia Civil (regime pós-laboral),50.0,0.0,116.9,50.0,2012,1,0.0,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9881_3118
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9881,Engenharia Civil (regime pós-laboral),20.0,0.0,112.6,20.0,2012,1,0.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9881_3135
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9883,Engenharia de Redes de Comunicação e Multimédia (regime pós-laboral),20.0,1.0,130.5,19.0,2012,1,0.05,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9883_3118
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9884,Engenharia Electrotécnica (regime pós-laboral),30.0,1.0,156.2,29.0,2012,1,0.03333333333333333,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9884_3118
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9885,Engenharia Informática (regime pós-laboral),20.0,2.0,140.2,18.0,2012,1,0.1,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9885_3102
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9885,Engenharia Informática (regime pós-laboral),20.0,17.0,111.9,3.0,2012,1,0.85,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9885_3135
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,9885,Engenharia Informática (regime pós-laboral),20.0,0.0,123.7,20.0,2012,1,0.0,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,9885_3163
6800,ISCTE - Instituto Universitário de Lisboa,9885,Engenharia Informática (regime pós-laboral),30.0,10.0,106.5,20.0,2012,1,0.3333333333333333,ISCTE,Instituto Universitário de Lisboa,9885_6800
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9886,Engenharia Mecânica (regime pós-laboral),35.0,2.0,131.9,33.0,2012,1,0.05714285714285714,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9886_3118
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9886,Engenharia Mecânica (regime pós-laboral),20.0,0.0,118.8,20.0,2012,1,0.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9886_3135
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9887,Engenharia Química e Biológica (regime pós-laboral),24.0,0.0,124.0,24.0,2012,1,0.0,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9887_3118
3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,9888,Finanças (regime pós-laboral),20.0,2.0,120.3,18.0,2012,1,0.1,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,9888_3011
3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,9889,Finanças Empresariais (regime pós-laboral),50.0,44.0,98.0,6.0,2012,1,0.88,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,9889_3117
3013,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,9890,Terapia da Fala,22.0,22.0,139.6,0.0,2012,1,1.0,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,9890_3013
3155,Instituto Politécnico de Setúbal - Escola Superior de Saúde,9890,Terapia da Fala,28.0,28.0,119.0,0.0,2012,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Saúde,9890_3155
7035,Universidade do Algarve - Escola Superior de Saúde,9890,Terapia da Fala,25.0,20.0,115.2,5.0,2012,1,0.8,Universidade do Algarve,Escola Superior de Saúde,9890_7035
7045,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,9890,Terapia da Fala,35.0,22.0,116.4,13.0,2012,1,0.6285714285714286,Instituto Politécnico de Leiria,Escola Superior de Saúde de Leiria,9890_7045
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,9890,Terapia da Fala,30.0,30.0,137.0,0.0,2012,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,9890_7230
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9891,Design e Multimédia,47.0,47.0,150.5,0.0,2012,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9891_0501
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,9894,Comunicação e Design Multimédia,35.0,35.0,145.7,0.0,2012,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,9894_3062
3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,9895,Gestão do Território,25.0,4.0,126.5,21.0,2012,1,0.16,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,9895_3242
1105,Universidade do Porto - Faculdade de Engenharia,9897,Ciências de Engenharia - Engenharia de Minas e Geoambiente,20.0,20.0,130.3,0.0,2012,1,1.0,Universidade do Porto,Faculdade de Engenharia,9897_1105
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,9898,Arte e Design,43.0,21.0,115.0,22.0,2012,1,0.4883720930232558,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,9898_3042
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,9898,Arte e Design,30.0,30.0,152.6,0.0,2012,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,9898_3062
5302,Universidade de Lisboa - Faculdade de Belas-Artes,9903,Ciências da Arte e do Património (regime pós-laboral),31.0,31.0,136.0,0.0,2012,1,1.0,Universidade de Lisboa,Faculdade de Belas-Artes,9903_5302
5302,Universidade de Lisboa - Faculdade de Belas-Artes,9904,Arte Multimédia,55.0,55.0,161.5,0.0,2012,1,1.0,Universidade de Lisboa,Faculdade de Belas-Artes,9904_5302
3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,9907,Design de Comunicação e Produção Audiovisual,39.0,39.0,117.1,0.0,2012,1,1.0,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas de Castelo Branco,9907_3055
0602,Universidade de Évora - Escola de Ciências e Tecnologia,9910,Engenharia de Energias Renováveis,35.0,23.0,114.3,12.0,2012,1,0.6571428571428571,Universidade de Évora,Escola de Ciências e Tecnologia,9910_0602
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9910,Engenharia de Energias Renováveis,60.0,2.0,126.8,58.0,2012,1,0.03333333333333333,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9910_3043
0807,Universidade Técnica de Lisboa - Instituto Superior Técnico,9911,Engenharia e Arquitectura Naval,25.0,25.0,146.0,0.0,2012,1,1.0,Universidade Técnica de Lisboa,Instituto Superior Técnico,9911_0807
0808,Universidade Técnica de Lisboa - Instituto Superior Técnico (instalações no Tagus Park),9912,Engenharia Electrónica,33.0,33.0,127.8,0.0,2012,1,1.0,Universidade Técnica de Lisboa,Instituto Superior Técnico (instalações no Tagus Park),9912_0808
0807,Universidade Técnica de Lisboa - Instituto Superior Técnico,9913,Engenharia Geológica e de Minas,20.0,20.0,125.8,0.0,2012,1,1.0,Universidade Técnica de Lisboa,Instituto Superior Técnico,9913_0807
0704,Universidade de Lisboa - Faculdade de Letras,9914,Estudos Asiáticos,30.0,30.0,145.5,0.0,2012,1,1.0,Universidade de Lisboa,Faculdade de Letras,9914_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9917,Estudos Portugueses,25.0,14.0,115.5,11.0,2012,1,0.56,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9917_0902
0704,Universidade de Lisboa - Faculdade de Letras,9919,Est Portug e Lusófonos (Português e Port Língua Estrangeira/Língua Segunda),45.0,15.0,110.0,30.0,2012,1,0.3333333333333333,Universidade de Lisboa,Faculdade de Letras,9919_0704
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,9920,Gestão Bancária e Seguros,40.0,40.0,126.6,0.0,2012,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,9920_3031
3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9921,Gestão das Actividades Turísticas,36.0,36.0,144.7,0.0,2012,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,9921_3134
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9925,Gestão e Administração Bancária (regime pós-laboral),25.0,2.0,114.5,23.0,2012,1,0.08,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9925_3241
6800,ISCTE - Instituto Universitário de Lisboa,9927,História Moderna e Contemporânea,35.0,35.0,103.5,0.0,2012,1,1.0,ISCTE,Instituto Universitário de Lisboa,9927_6800
3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,9930,Publicidade e Relações Públicas,75.0,47.0,110.4,28.0,2012,1,0.6266666666666667,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,9930_3181
3243,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,9932,Vídeo e Cinema Documental,30.0,27.0,111.9,3.0,2012,1,0.9,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,9932_3243
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,9933,Animação e Produção Artística,25.0,8.0,125.9,17.0,2012,1,0.32,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,9933_3042
0110,Universidade dos Açores - Angra do Heroísmo,9934,Energias Renováveis,20.0,17.0,114.3,3.0,2012,1,0.85,Universidade dos Açores,Angra do Heroísmo,9934_0110
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9936,Engenharia Mecânica Automóvel,30.0,30.0,122.0,0.0,2012,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9936_3135
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,9990,Fiscalidade (regime pós-laboral),25.0,12.0,106.7,13.0,2012,1,0.48,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,9990_3031
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9991,Gestão (regime pós-laboral),35.0,11.0,117.2,24.0,2012,1,0.3142857142857143,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9991_3102
3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,9991,Gestão (regime pós-laboral),60.0,60.0,129.5,0.0,2012,1,1.0,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,9991_3117
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,9993,Gestão da Distribuição e da Logística (regime pós-laboral),45.0,11.0,105.1,34.0,2012,1,0.24444444444444444,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,9993_3153
3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,9994,Gestão de Empresas (regime pós-laboral),25.0,3.0,118.5,22.0,2012,1,0.12,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,9994_3023
3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,9994,Gestão de Empresas (regime pós-laboral),40.0,6.0,104.9,34.0,2012,1,0.15,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,9994_3143
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9994,Gestão de Empresas (regime pós-laboral),40.0,3.0,102.0,37.0,2012,1,0.075,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9994_3182
3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,9997,Gestão Turística e Hoteleira (regime pós-laboral),30.0,6.0,109.0,24.0,2012,1,0.2,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar de Peniche,9997_3105
3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,9998,Informática (regime pós-laboral),25.0,0.0,111.6,25.0,2012,1,0.0,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,9998_3143
0805,Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão,A001,Gestão (ensino em Inglês),25.0,25.0,139.0,0.0,2012,1,1.0,Universidade Técnica de Lisboa,Instituto Superior de Economia e Gestão,A001_0805
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,A004,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",10.0,6.0,110.7,4.0,2012,1,0.6,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,A004_3043
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,L001,Estudos Portugueses (pós-laboral),20.0,1.0,142.5,19.0,2012,1,0.05,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,L001_0902
3131,Instituto Politécnico do Porto - Escola Superior de Educação,8002,Línguas e Culturas Estrangeiras,61.0,61.0,125.8,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Educação,8002_3131
3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,8005,Marketing (regime pós-laboral),23.0,13.0,95.0,10.0,2013,1,0.5652173913043478,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,8005_3011
3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,8005,Marketing (regime pós-laboral),31.0,31.0,123.5,0.0,2013,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,8005_3134
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8014,Serviço Social (regime pós-laboral),38.0,38.0,111.5,0.0,2013,1,1.0,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8014_0804
3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,8014,Serviço Social (regime pós-laboral),27.0,2.0,130.9,25.0,2013,1,0.07407407407407407,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,8014_3186
6800,ISCTE - Instituto Universitário de Lisboa,8014,Serviço Social (regime pós-laboral),35.0,35.0,128.0,0.0,2013,1,1.0,ISCTE,Instituto Universitário de Lisboa,8014_6800
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,8015,Solicitadoria (regime pós-laboral),40.0,38.0,101.5,2.0,2013,1,0.95,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,8015_3031
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,8015,Solicitadoria (regime pós-laboral),40.0,4.0,109.2,36.0,2013,1,0.1,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,8015_3102
3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,8015,Solicitadoria (regime pós-laboral),60.0,17.0,109.0,43.0,2013,1,0.2833333333333333,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,8015_3117
3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,8015,Solicitadoria (regime pós-laboral),27.0,20.0,107.2,7.0,2013,1,0.7407407407407407,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão de Felgueiras,8015_3138
3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,8016,Tecnologias da Informação,29.0,2.0,116.9,27.0,2013,1,0.06896551724137931,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,8016_3012
3131,Instituto Politécnico do Porto - Escola Superior de Educação,8018,Tradução e Interpretação de Língua Gestual Portuguesa (regime pós-laboral),20.0,2.0,117.8,18.0,2013,1,0.1,Instituto Politécnico do Porto,Escola Superior de Educação,8018_3131
6800,ISCTE - Instituto Universitário de Lisboa,8029,Finanças e Contabilidade,80.0,80.0,136.0,0.0,2013,1,1.0,ISCTE,Instituto Universitário de Lisboa,8029_6800
0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,8036,Conservação - Restauro,25.0,25.0,125.4,0.0,2013,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,8036_0903
0502,Universidade de Coimbra - Faculdade de Direito,8067,Administração Público-Privada,42.0,42.0,136.5,0.0,2013,1,1.0,Universidade de Coimbra,Faculdade de Direito,8067_0502
0802,Universidade Técnica de Lisboa - Faculdade de Arquitectura,8073,"Arquitectura, área de especialização em Arquitectura de Interiores",50.0,50.0,127.0,0.0,2013,1,1.0,Universidade Técnica de Lisboa,Faculdade de Arquitectura,8073_0802
0130,Universidade dos Açores - Ponta Delgada,8082,Arquitectura (Preparatórios),20.0,5.0,143.5,15.0,2013,1,0.25,Universidade dos Açores,Ponta Delgada,8082_0130
0130,Universidade dos Açores - Ponta Delgada,8083,Ciclo Básico de Medicina,38.0,38.0,173.8,0.0,2013,1,1.0,Universidade dos Açores,Ponta Delgada,8083_0130
0110,Universidade dos Açores - Angra do Heroísmo,8086,Medicina Veterinária (Preparatórios),13.0,11.0,132.5,2.0,2013,1,0.8461538461538461,Universidade dos Açores,Angra do Heroísmo,8086_0110
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,8092,Gestão Bancária e Seguros (regime pós-laboral),30.0,6.0,119.1,24.0,2013,1,0.2,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,8092_3031
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,8093,Animação Socioeducativa (regime pós-laboral),22.0,3.0,108.0,19.0,2013,1,0.13636363636363635,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,8093_3062
3131,Instituto Politécnico do Porto - Escola Superior de Educação,8096,Gestão do Património (regime pós-laboral),20.0,2.0,120.8,18.0,2013,1,0.1,Instituto Politécnico do Porto,Escola Superior de Educação,8096_3131
3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,8097,Ciências Empresariais (regime pós-laboral),32.0,13.0,105.0,19.0,2013,1,0.40625,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão de Felgueiras,8097_3138
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8102,Administração Pública (regime pós-laboral),46.0,25.0,97.0,21.0,2013,1,0.5434782608695652,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8102_0804
0704,Universidade de Lisboa - Faculdade de Letras,8104,"Estudos Artísticos, variante de Artes do Espectáculo",45.0,45.0,126.0,0.0,2013,1,1.0,Universidade de Lisboa,Faculdade de Letras,8104_0704
0704,Universidade de Lisboa - Faculdade de Letras,8106,"Estudos Artísticos, variante de Artes e Culturas Comparadas",35.0,19.0,109.5,16.0,2013,1,0.5428571428571428,Universidade de Lisboa,Faculdade de Letras,8106_0704
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8109,Sociologia (regime pós-laboral),28.0,8.0,109.0,20.0,2013,1,0.2857142857142857,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8109_0804
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,8109,Sociologia (regime pós-laboral),25.0,15.0,97.0,10.0,2013,1,0.6,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,8109_0902
6800,ISCTE - Instituto Universitário de Lisboa,8109,Sociologia (regime pós-laboral),30.0,20.0,105.5,10.0,2013,1,0.6666666666666666,ISCTE,Instituto Universitário de Lisboa,8109_6800
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8111,Gestão de Recursos Humanos (regime pós-laboral),145.0,116.0,95.0,29.0,2013,1,0.8,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8111_0804
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,8111,Gestão de Recursos Humanos (regime pós-laboral),45.0,5.0,110.9,40.0,2013,1,0.1111111111111111,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,8111_3153
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,8114,Turismo (regime pós-laboral),22.0,15.0,105.5,7.0,2013,1,0.6818181818181818,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,8114_3062
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,8114,Turismo (regime pós-laboral),34.0,21.0,112.8,13.0,2013,1,0.6176470588235294,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,8114_3163
3112,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,8117,Animação Sociocultural (regime pós-laboral),25.0,5.0,108.0,20.0,2013,1,0.2,Instituto Politécnico de Lisboa,Escola Superior de Educação de Lisboa,8117_3112
3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,8118,Educação Básica (regime de ensino a distância),20.0,1.0,115.4,19.0,2013,1,0.05,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,8118_3101
3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,8119,Marketing Turístico (regime de ensino a distância),20.0,1.0,119.0,19.0,2013,1,0.05,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar de Peniche,8119_3105
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,8123,Marketing (regime de ensino a distância),24.0,0.0,144.2,24.0,2013,1,0.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,8123_3102
3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,8126,Design Gráfico e Multimédia (regime pós-laboral),25.0,10.0,120.0,15.0,2013,1,0.4,Instituto Politécnico de Leiria,Escola Superior de Artes e Design das Caldas da Rainha,8126_3103
3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,8127,Som e Imagem (regime pós-laboral),25.0,1.0,116.7,24.0,2013,1,0.04,Instituto Politécnico de Leiria,Escola Superior de Artes e Design das Caldas da Rainha,8127_3103
3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,8132,Desporto e Bem-Estar (regime pós-laboral),24.0,9.0,115.7,15.0,2013,1,0.375,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,8132_3101
7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,8137,Cardiopneumologia,26.0,23.0,117.3,3.0,2013,1,0.8846153846153846,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,8137_7020
7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,8137,Cardiopneumologia,31.0,31.0,140.4,0.0,2013,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,8137_7210
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8137,Cardiopneumologia,37.0,37.0,133.7,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8137_7220
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8137,Cardiopneumologia,27.0,27.0,146.0,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8137_7230
7005,Instituto Politécnico de Beja - Escola Superior de Saúde,8138,Terapia Ocupacional,25.0,8.0,105.2,17.0,2013,1,0.32,Instituto Politécnico de Beja,Escola Superior de Saúde,8138_7005
7045,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,8138,Terapia Ocupacional,35.0,26.0,113.2,9.0,2013,1,0.7428571428571429,Instituto Politécnico de Leiria,Escola Superior de Saúde de Leiria,8138_7045
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8138,Terapia Ocupacional,56.0,56.0,127.5,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8138_7230
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8139,"Anatomia Patológica, Citológica e Tanatológica",38.0,38.0,144.5,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8139_7220
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8139,"Anatomia Patológica, Citológica e Tanatológica",30.0,30.0,151.0,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8139_7230
7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,8141,Audiologia,30.0,18.0,114.2,12.0,2013,1,0.6,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,8141_7210
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8141,Audiologia,20.0,20.0,122.5,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8141_7230
7045,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,8142,Dietética,35.0,34.0,113.2,1.0,2013,1,0.9714285714285714,Instituto Politécnico de Leiria,Escola Superior de Saúde de Leiria,8142_7045
