codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
0704,Universidade de Lisboa - Faculdade de Letras,0360,Filosofia,70.0,50.0,109.0,20.0,2004,1,0.7142857142857143,Universidade de Lisboa,Faculdade de Letras,0360_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0360,Filosofia,40.0,7.0,112.5,33.0,2004,1,0.175,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0360_0902
1107,Universidade do Porto - Faculdade de Letras,0360,Filosofia,80.0,80.0,111.8,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Letras,0360_1107
0505,Universidade de Coimbra - Faculdade de Letras,0361,Estudos Europeus,30.0,30.0,133.0,0.0,2004,1,1.0,Universidade de Coimbra,Faculdade de Letras,0361_0505
0704,Universidade de Lisboa - Faculdade de Letras,0361,Estudos Europeus,50.0,50.0,133.5,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Letras,0361_0704
3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,0373,Estudos Superiores de Comércio,40.0,40.0,98.8,0.0,2004,1,1.0,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0373_3012
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,0374,Física,15.0,7.0,132.8,8.0,2004,1,0.4666666666666667,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0374_0501
0701,Universidade de Lisboa - Faculdade de Ciências,0374,Física,50.0,21.0,125.0,29.0,2004,1,0.42,Universidade de Lisboa,Faculdade de Ciências,0374_0701
1103,Universidade do Porto - Faculdade de Ciências,0374,Física,10.0,10.0,124.5,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Ciências,0374_1103
1103,Universidade do Porto - Faculdade de Ciências,0377,Física Aplicada,10.0,10.0,109.5,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Ciências,0377_1103
1103,Universidade do Porto - Faculdade de Ciências,0380,Física/Matemática Aplicada (Astronomia),20.0,20.0,123.5,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Ciências,0380_1103
1103,Universidade do Porto - Faculdade de Ciências,0383,Física e Química (Ensino de),15.0,4.0,129.0,11.0,2004,1,0.26666666666666666,Universidade do Porto,Faculdade de Ciências,0383_1103
0704,Universidade de Lisboa - Faculdade de Letras,0389,Geografia,140.0,140.0,117.5,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Letras,0389_0704
1107,Universidade do Porto - Faculdade de Letras,0389,Geografia,80.0,80.0,126.2,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Letras,0389_1107
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0395,Geografia e Planeamento Regional,65.0,65.0,125.5,0.0,2004,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0395_0902
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,0405,Geologia,20.0,2.0,127.8,18.0,2004,1,0.1,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0405_0501
1103,Universidade do Porto - Faculdade de Ciências,0405,Geologia,20.0,7.0,109.5,13.0,2004,1,0.35,Universidade do Porto,Faculdade de Ciências,0405_1103
0503,Universidade de Coimbra - Faculdade de Economia,0416,Gestão,80.0,80.0,117.5,0.0,2004,1,1.0,Universidade de Coimbra,Faculdade de Economia,0416_0503
0805,Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão,0416,Gestão,205.0,205.0,124.8,0.0,2004,1,1.0,Universidade Técnica de Lisboa,Instituto Superior de Economia e Gestão,0416_0805
0904,Universidade Nova de Lisboa - Faculdade de Economia,0416,Gestão,180.0,180.0,141.5,0.0,2004,1,1.0,Universidade Nova de Lisboa,Faculdade de Economia,0416_0904
1104,Universidade do Porto - Faculdade de Economia,0416,Gestão,114.0,114.0,140.3,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Economia,0416_1104
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,0423,Gestão e Administração Pública,88.0,88.0,130.0,0.0,2004,1,1.0,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0423_0804
1105,Universidade do Porto - Faculdade de Engenharia,0433,Gestão e Engenharia Industrial,35.0,35.0,161.5,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Engenharia,0433_1105
3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,0439,Engenharia Mecânica - Automóvel,25.0,25.0,110.1,0.0,2004,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0439_3152
0130,Universidade dos Açores - Ponta Delgada,0441,Gestão de Empresas,25.0,25.0,119.7,0.0,2004,1,1.0,Universidade dos Açores,Ponta Delgada,0441_0130
0204,Universidade do Algarve - Faculdade de Economia,0441,Gestão de Empresas,60.0,60.0,118.0,0.0,2004,1,1.0,Universidade do Algarve,Faculdade de Economia,0441_0204
0130,Universidade dos Açores - Ponta Delgada,0453,História,10.0,2.0,109.3,8.0,2004,1,0.2,Universidade dos Açores,Ponta Delgada,0453_0130
0505,Universidade de Coimbra - Faculdade de Letras,0453,História,60.0,53.0,103.5,7.0,2004,1,0.8833333333333333,Universidade de Coimbra,Faculdade de Letras,0453_0505
0704,Universidade de Lisboa - Faculdade de Letras,0453,História,61.0,58.0,100.5,3.0,2004,1,0.9508196721311475,Universidade de Lisboa,Faculdade de Letras,0453_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0453,História,48.0,32.0,106.5,16.0,2004,1,0.6666666666666666,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0453_0902
1107,Universidade do Porto - Faculdade de Letras,0453,História,90.0,85.0,101.6,5.0,2004,1,0.9444444444444444,Universidade do Porto,Faculdade de Letras,0453_1107
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0459,"História, variante de Arqueologia",25.0,25.0,113.5,0.0,2004,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0459_0902
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,0479,Informática,35.0,19.0,103.0,16.0,2004,1,0.5428571428571428,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0479_0203
0701,Universidade de Lisboa - Faculdade de Ciências,0479,Informática,125.0,125.0,112.5,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Ciências,0479_0701
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,0480,Informática (Ensino de),20.0,8.0,114.2,12.0,2004,1,0.4,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0480_0203
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,0488,Informática Industrial,35.0,4.0,100.4,31.0,2004,1,0.11428571428571428,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0488_3032
0505,Universidade de Coimbra - Faculdade de Letras,0502,Jornalismo,40.0,40.0,153.0,0.0,2004,1,1.0,Universidade de Coimbra,Faculdade de Letras,0502_0505
0704,Universidade de Lisboa - Faculdade de Letras,0504,Língua e Cultura Portuguesa (Língua Estrangeira),65.0,50.0,103.0,15.0,2004,1,0.7692307692307693,Universidade de Lisboa,Faculdade de Letras,0504_0704
0704,Universidade de Lisboa - Faculdade de Letras,0507,Línguas e Literaturas Clássicas,25.0,8.0,119.8,17.0,2004,1,0.32,Universidade de Lisboa,Faculdade de Letras,0507_0704
0505,Universidade de Coimbra - Faculdade de Letras,0510,Línguas e Literaturas Clássicas e Portuguesa,15.0,10.0,105.5,5.0,2004,1,0.6666666666666666,Universidade de Coimbra,Faculdade de Letras,0510_0505
0505,Universidade de Coimbra - Faculdade de Letras,0524,"Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses",10.0,3.0,126.5,7.0,2004,1,0.3,Universidade de Coimbra,Faculdade de Letras,0524_0505
0704,Universidade de Lisboa - Faculdade de Letras,0524,"Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses",40.0,4.0,124.3,36.0,2004,1,0.1,Universidade de Lisboa,Faculdade de Letras,0524_0704
1107,Universidade do Porto - Faculdade de Letras,0524,"Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses",20.0,9.0,119.4,11.0,2004,1,0.45,Universidade do Porto,Faculdade de Letras,0524_1107
0505,Universidade de Coimbra - Faculdade de Letras,0528,"Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães",10.0,4.0,121.5,6.0,2004,1,0.4,Universidade de Coimbra,Faculdade de Letras,0528_0505
0704,Universidade de Lisboa - Faculdade de Letras,0528,"Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães",40.0,10.0,123.8,30.0,2004,1,0.25,Universidade de Lisboa,Faculdade de Letras,0528_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0528,"Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães",20.0,6.0,126.3,14.0,2004,1,0.3,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0528_0902
1107,Universidade do Porto - Faculdade de Letras,0528,"Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães",20.0,16.0,115.6,4.0,2004,1,0.8,Universidade do Porto,Faculdade de Letras,0528_1107
0201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,0530,"Línguas e Literaturas Modernas, variante de Estudos Portugueses",25.0,4.0,123.6,21.0,2004,1,0.16,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0530_0201
0505,Universidade de Coimbra - Faculdade de Letras,0530,"Línguas e Literaturas Modernas, variante de Estudos Portugueses",15.0,3.0,112.0,12.0,2004,1,0.2,Universidade de Coimbra,Faculdade de Letras,0530_0505
0704,Universidade de Lisboa - Faculdade de Letras,0530,"Línguas e Literaturas Modernas, variante de Estudos Portugueses",40.0,32.0,103.5,8.0,2004,1,0.8,Universidade de Lisboa,Faculdade de Letras,0530_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0530,"Línguas e Literaturas Modernas, variante de Estudos Portugueses",65.0,53.0,106.5,12.0,2004,1,0.8153846153846154,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0530_0902
0505,Universidade de Coimbra - Faculdade de Letras,0532,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães",10.0,4.0,114.5,6.0,2004,1,0.4,Universidade de Coimbra,Faculdade de Letras,0532_0505
0704,Universidade de Lisboa - Faculdade de Letras,0532,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães",20.0,1.0,132.3,19.0,2004,1,0.05,Universidade de Lisboa,Faculdade de Letras,0532_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0532,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães",15.0,1.0,147.3,14.0,2004,1,0.06666666666666667,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0532_0902
1107,Universidade do Porto - Faculdade de Letras,0532,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães",10.0,4.0,128.4,6.0,2004,1,0.4,Universidade do Porto,Faculdade de Letras,0532_1107
0201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,0534,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis",20.0,1.0,114.5,19.0,2004,1,0.05,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0534_0201
1107,Universidade do Porto - Faculdade de Letras,0534,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis",10.0,6.0,126.6,4.0,2004,1,0.6,Universidade do Porto,Faculdade de Letras,0534_1107
0505,Universidade de Coimbra - Faculdade de Letras,0536,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses",15.0,5.0,110.5,10.0,2004,1,0.3333333333333333,Universidade de Coimbra,Faculdade de Letras,0536_0505
0704,Universidade de Lisboa - Faculdade de Letras,0536,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses",40.0,13.0,119.8,27.0,2004,1,0.325,Universidade de Lisboa,Faculdade de Letras,0536_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0536,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses",20.0,1.0,130.3,19.0,2004,1,0.05,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0536_0902
1107,Universidade do Porto - Faculdade de Letras,0536,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses",15.0,15.0,116.4,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Letras,0536_1107
0505,Universidade de Coimbra - Faculdade de Letras,0538,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses",30.0,16.0,115.8,14.0,2004,1,0.5333333333333333,Universidade de Coimbra,Faculdade de Letras,0538_0505
0704,Universidade de Lisboa - Faculdade de Letras,0538,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses",70.0,10.0,114.8,60.0,2004,1,0.14285714285714285,Universidade de Lisboa,Faculdade de Letras,0538_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0538,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses",20.0,14.0,121.0,6.0,2004,1,0.7,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0538_0902
1107,Universidade do Porto - Faculdade de Letras,0538,"Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses",20.0,20.0,140.4,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Letras,0538_1107
0704,Universidade de Lisboa - Faculdade de Letras,0552,Linguística,40.0,40.0,112.0,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Letras,0552_0704
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,0552,Linguística,30.0,9.0,117.5,21.0,2004,1,0.3,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0552_0902
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,0559,Matemática,15.0,3.0,109.2,12.0,2004,1,0.2,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0559_0203
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,0559,Matemática,60.0,17.0,103.5,43.0,2004,1,0.2833333333333333,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0559_0501
0701,Universidade de Lisboa - Faculdade de Ciências,0559,Matemática,50.0,23.0,103.0,27.0,2004,1,0.46,Universidade de Lisboa,Faculdade de Ciências,0559_0701
0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,0559,Matemática,60.0,19.0,105.2,41.0,2004,1,0.31666666666666665,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0559_0903
1103,Universidade do Porto - Faculdade de Ciências,0559,Matemática,55.0,21.0,110.0,34.0,2004,1,0.38181818181818183,Universidade do Porto,Faculdade de Ciências,0559_1103
0701,Universidade de Lisboa - Faculdade de Ciências,0560,Matemática (Ensino de),35.0,12.0,123.0,23.0,2004,1,0.34285714285714286,Universidade de Lisboa,Faculdade de Ciências,0560_0701
1103,Universidade do Porto - Faculdade de Ciências,0566,Matemática Aplicada à Tecnologia,36.0,18.0,122.5,18.0,2004,1,0.5,Universidade do Porto,Faculdade de Ciências,0566_1103
0807,Universidade Técnica de Lisboa - Instituto Superior Técnico,0568,Matemática Aplicada e Computação,40.0,32.0,140.0,8.0,2004,1,0.8,Universidade Técnica de Lisboa,Instituto Superior Técnico,0568_0807
0805,Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão,0570,Matemática Aplicada à Economia e à Gestão,35.0,29.0,109.8,6.0,2004,1,0.8285714285714286,Universidade Técnica de Lisboa,Instituto Superior de Economia e Gestão,0570_0805
0806,Universidade Técnica de Lisboa - Faculdade de Motricidade Humana,0575,Gestão do Desporto,30.0,30.0,119.5,0.0,2004,1,1.0,Universidade Técnica de Lisboa,Faculdade de Motricidade Humana,0575_0806
0506,Universidade de Coimbra - Faculdade de Medicina,0580,Medicina,210.0,210.0,181.8,0.0,2004,1,1.0,Universidade de Coimbra,Faculdade de Medicina,0580_0506
0705,Universidade de Lisboa - Faculdade de Medicina,0580,Medicina,270.0,270.0,179.5,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Medicina,0580_0705
0901,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,0580,Medicina,175.0,175.0,179.3,0.0,2004,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Médicas,0580_0901
1108,Universidade do Porto - Faculdade de Medicina,0580,Medicina,200.0,200.0,185.0,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Medicina,0580_1108
1110,Universidade do Porto - Instituto de Ciências Biomédicas de Abel Salazar,0580,Medicina,135.0,135.0,183.3,0.0,2004,1,1.0,Universidade do Porto,Instituto de Ciências Biomédicas de Abel Salazar,0580_1110
0506,Universidade de Coimbra - Faculdade de Medicina,0583,Medicina Dentária,42.0,42.0,176.5,0.0,2004,1,1.0,Universidade de Coimbra,Faculdade de Medicina,0583_0506
1113,Universidade do Porto - Faculdade de Medicina Dentária,0583,Medicina Dentária,90.0,90.0,175.8,0.0,2004,1,1.0,Universidade do Porto,Faculdade de Medicina Dentária,0583_1113
6600,Universidade de Lisboa - Faculdade de Medicina Dentária,0583,Medicina Dentária,65.0,65.0,176.0,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Medicina Dentária,0583_6600
0801,Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária,0586,Medicina Veterinária,90.0,90.0,163.8,0.0,2004,1,1.0,Universidade Técnica de Lisboa,Faculdade de Medicina Veterinária,0586_0801
1110,Universidade do Porto - Instituto de Ciências Biomédicas de Abel Salazar,0586,Medicina Veterinária,60.0,60.0,171.3,0.0,2004,1,1.0,Universidade do Porto,Instituto de Ciências Biomédicas de Abel Salazar,0586_1110
0705,Universidade de Lisboa - Faculdade de Medicina,0590,Microbiologia,40.0,40.0,146.8,0.0,2004,1,1.0,Universidade de Lisboa,Faculdade de Medicina,0590_0705
0110,Universidade dos Açores - Angra do Heroísmo,0625,Educação de Infância,30.0,15.0,121.3,15.0,2004,1,0.5,Universidade dos Açores,Angra do Heroísmo,0625_0110
3022,Instituto Politécnico de Beja - Escola Superior de Educação de Beja,0625,Educação de Infância,30.0,29.0,109.4,1.0,2004,1,0.9666666666666667,Instituto Politécnico de Beja,Escola Superior de Educação de Beja,0625_3022
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,0625,Educação de Infância,65.0,65.0,119.2,0.0,2004,1,1.0,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0625_3042
3052,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,0625,Educação de Infância,35.0,35.0,126.3,0.0,2004,1,1.0,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0625_3052
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,0625,Educação de Infância,35.0,35.0,146.5,0.0,2004,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0625_3062
3081,Universidade do Algarve - Escola Superior de Educação de Faro,0625,Educação de Infância,40.0,40.0,110.2,0.0,2004,1,1.0,Universidade do Algarve,Escola Superior de Educação de Faro,0625_3081
3091,Instituto Politécnico da Guarda - Escola Superior de Educação da Guarda,0625,Educação de Infância,33.0,33.0,118.8,0.0,2004,1,1.0,Instituto Politécnico da Guarda,Escola Superior de Educação da Guarda,0625_3091
3101,Instituto Politécnico de Leiria - Escola Superior de Educação de Leiria,0625,Educação de Infância,35.0,35.0,127.1,0.0,2004,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Educação de Leiria,0625_3101
3112,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,0625,Educação de Infância,52.0,52.0,138.0,0.0,2004,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Educação de Lisboa,0625_3112
3121,Instituto Politécnico de Portalegre - Escola Superior de Educação de Portalegre,0625,Educação de Infância,30.0,30.0,118.0,0.0,2004,1,1.0,Instituto Politécnico de Portalegre,Escola Superior de Educação de Portalegre,0625_3121
3131,Instituto Politécnico do Porto - Escola Superior de Educação do Porto,0625,Educação de Infância,25.0,25.0,141.3,0.0,2004,1,1.0,Instituto Politécnico do Porto,Escola Superior de Educação do Porto,0625_3131
3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,0625,Educação de Infância,18.0,18.0,121.8,0.0,2004,1,1.0,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0625_3142
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação de Setúbal,0625,Educação de Infância,30.0,30.0,135.5,0.0,2004,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Educação de Setúbal,0625_3151
3162,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação de Viana do Castelo,0625,Educação de Infância,30.0,30.0,129.1,0.0,2004,1,1.0,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação de Viana do Castelo,0625_3162
3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,0625,Educação de Infância,52.0,52.0,127.5,0.0,2004,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0625_3181
